url,kind,lang,status,final_url,title,description,canonical,robots,h1_count,h1_first,category_description_marker,bytes,error
https://www.elmercadodeorigen.com/categoria-producto/packs-y-lotes/,category,es,200,https://www.elmercadodeorigen.com/categoria-producto/packs-y-lotes/?emdo_final_crawl=1787306055203909463,Comprar Packs y lotes online | El Mercado de Origen,"Compra packs y lotes online directamente a productores seleccionados. Conoce su origen, quién los elabora y recibe tu pedido en casa.",https://www.elmercadodeorigen.com/categoria-producto/packs-y-lotes/,max-image-preview:large,1,Categoría: Packs y lotes,True,1232022,
https://www.elmercadodeorigen.com/categorias/,page,es,200,https://www.elmercadodeorigen.com/categorias/?emdo_final_crawl=1787306055203909463,Categorías - El Mercado de Origen,,https://www.elmercadodeorigen.com/categorias/,max-image-preview:large,2,Categorías,False,1044241,
https://www.elmercadodeorigen.com/contacto-productores/,page,es,200,https://www.elmercadodeorigen.com/contacto-productores/?emdo_final_crawl=1787306055203909463,Contacto productores - El Mercado de Origen,Déjanos tus datos y nos pondremos en contacto contigo Tu nombre (obligatorio) Correo electrónico (obligatorio) Teléfono Empresa (obligatorio) Dirección web ¿Qué te gustaría vender en nuestra página? No completar este campo,https://www.elmercadodeorigen.com/contacto-productores/,max-image-preview:large,1,Contacto productores,False,1040161,
https://www.elmercadodeorigen.com/contacto/,page,es,200,https://www.elmercadodeorigen.com/contacto/?emdo_final_crawl=1787306055203909463,Contacto - El Mercado de Origen,¿Qué podemos hacer por ti? Tu nombre (obligatorio) Tu correo electrónico (obligatorio) Asunto (obligatorio) Tu mensaje (obligatorio) No completar este campo,https://www.elmercadodeorigen.com/contacto/,max-image-preview:large,1,Contacto,False,1039985,
https://www.elmercadodeorigen.com/devoluciones-y-reembolsos/,page,es,200,https://www.elmercadodeorigen.com/devoluciones-y-reembolsos/?emdo_final_crawl=1787306055203909463,Devoluciones y reembolsos - El Mercado de Origen,"Última actualización: 18 de agosto de 2026. Cómo gestionamos una devolución El vendedor identificado en el pedido es quien recibe físicamente la devolución de sus productos. El Mercado de Origen facilita la comunicación, presta asistencia al cliente y puede mediar con el vendedor. Antes de enviar un producto de vuelta, contacta con nosotros o con",https://www.elmercadodeorigen.com/devoluciones-y-reembolsos/,max-image-preview:large,1,Devoluciones y reembolsos,False,1033923,
https://www.elmercadodeorigen.com/en/,page,en,200,https://www.elmercadodeorigen.com/en/?emdo_final_crawl=1787306055203909463,Spanish Food from Selected Producers | El Mercado de Origen,"Discover selected Spanish food chosen for its origin, quality and producer. Buy directly from trusted producers at El Mercado de Origen.",https://www.elmercadodeorigen.com/en/,max-image-preview:large,1,A different way to choose.,False,1217326,
https://www.elmercadodeorigen.com/en/about-us/,page,en,200,https://www.elmercadodeorigen.com/en/about-us/?emdo_final_crawl=1787306055203909463,About us - El Mercado de Origen,"Our story Our story began in 2014, when we started specialising in the management of agricultural estates. That work gave us first-hand insight into one of the hardest",https://www.elmercadodeorigen.com/en/about-us/,max-image-preview:large,1,About us,False,1031588,
https://www.elmercadodeorigen.com/en/categories/,page,en,200,https://www.elmercadodeorigen.com/en/categories/?emdo_final_crawl=1787306055203909463,Categories - El Mercado de Origen,,https://www.elmercadodeorigen.com/en/categories/,max-image-preview:large,2,Categories,False,1043406,
https://www.elmercadodeorigen.com/en/contact/,page,en,200,https://www.elmercadodeorigen.com/en/contact/?emdo_final_crawl=1787306055203909463,Contact - El Mercado de Origen,"Contact El Mercado de Origen for order support, marketplace questions or help with a seller.",https://www.elmercadodeorigen.com/en/contact/,max-image-preview:large,1,Contact,False,1035716,
https://www.elmercadodeorigen.com/en/cookie-policy/,page,en,200,https://www.elmercadodeorigen.com/en/cookie-policy/?emdo_final_crawl=1787306055203909463,Cookie Policy - El Mercado de Origen,Information about necessary and optional cookies used by El Mercado de Origen and how to manage consent.,https://www.elmercadodeorigen.com/en/cookie-policy/,max-image-preview:large,1,Cookie Policy,False,1031810,
https://www.elmercadodeorigen.com/en/for-producers/,page,en,200,https://www.elmercadodeorigen.com/en/for-producers/?emdo_final_crawl=1787306055203909463,For producers - El Mercado de Origen,Leave your details and we’ll get in touch,https://www.elmercadodeorigen.com/en/for-producers/,max-image-preview:large,1,For producers,False,1035413,
https://www.elmercadodeorigen.com/en/journal/,page,en,200,https://www.elmercadodeorigen.com/en/journal/?emdo_final_crawl=1787306055203909463,Spanish Food Journal | El Mercado de Origen,"Guides and stories about Spanish food, producers, origin and craftsmanship to help you choose products with better information.",https://www.elmercadodeorigen.com/en/journal/,max-image-preview:large,3,El Mercado de Origen,False,1054822,
https://www.elmercadodeorigen.com/en/legal-notice/,page,en,200,https://www.elmercadodeorigen.com/en/legal-notice/?emdo_final_crawl=1787306055203909463,Legal Notice - El Mercado de Origen,Legal identification of the operator of El Mercado de Origen and general website-use information.,https://www.elmercadodeorigen.com/en/legal-notice/,max-image-preview:large,1,Legal Notice,False,1030436,
https://www.elmercadodeorigen.com/en/privacy-policy/,page,en,200,https://www.elmercadodeorigen.com/en/privacy-policy/?emdo_final_crawl=1787306055203909463,Privacy Policy - El Mercado de Origen,"Information about the data controller, purposes, legal bases, recipients and data protection rights.",https://www.elmercadodeorigen.com/en/privacy-policy/,max-image-preview:large,1,Privacy Policy,False,1033360,
https://www.elmercadodeorigen.com/en/producers/,page,en,200,https://www.elmercadodeorigen.com/en/producers/?emdo_final_crawl=1787306055203909463,Spanish Producers | El Mercado de Origen,"Meet the Spanish producers behind the products at El Mercado de Origen and discover what they make, where they work and their products.",https://www.elmercadodeorigen.com/en/producers/,max-image-preview:large,1,Producers,False,1052600,
https://www.elmercadodeorigen.com/en/product-category/cured-meats/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/cured-meats/?emdo_final_crawl=1787306055203909463,Shop Cured meats Online | El Mercado de Origen,"Explore selected cured meats and charcuterie from Spanish producers. Check ingredients, production methods, formats and origin on each product page so you can compare with confidence and choose",https://www.elmercadodeorigen.com/en/product-category/cured-meats/,max-image-preview:large,1,Cured meats,True,1251660,
https://www.elmercadodeorigen.com/en/product-category/hams-and-shoulders/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/hams-and-shoulders/?emdo_final_crawl=1787306055203909463,Shop Hams and shoulders Online | El Mercado de Origen,"Discover our selection of hams and shoulders from Spanish producers, with clear information about origin, production, breed, feeding and curing whenever relevant. Compare formats and characteristics to choose",https://www.elmercadodeorigen.com/en/product-category/hams-and-shoulders/,max-image-preview:large,1,Hams and shoulders,True,1298807,
https://www.elmercadodeorigen.com/en/product-category/meat/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/meat/?emdo_final_crawl=1787306055203909463,Shop Meat Online | El Mercado de Origen,"Shop meat online from selected producers and specialists, with cuts and formats suited to different recipes and cooking methods. Each product page shows the available information about the",https://www.elmercadodeorigen.com/en/product-category/meat/,max-image-preview:large,1,Meat,True,1338170,
https://www.elmercadodeorigen.com/en/product-category/oils/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/oils/?emdo_final_crawl=1787306055203909463,Shop Oils Online | El Mercado de Origen,"Extra virgin olive oil is a 100% natural juice obtained directly from olives and produced solely by mechanical means. It preserves the olive’s aroma, flavour and natural properties.How",https://www.elmercadodeorigen.com/en/product-category/oils/,max-image-preview:large,1,Oils,True,1209693,
https://www.elmercadodeorigen.com/en/product-category/packs-and-bundles/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/packs-and-bundles/?emdo_final_crawl=1787306055203909463,Shop Packs and bundles Online | El Mercado de Origen,"Find packs and assortments that bring together products from our producers in formats designed for tasting, sharing or completing an order. Check the contents, quantities, origin and shipping",https://www.elmercadodeorigen.com/en/product-category/packs-and-bundles/,max-image-preview:large,1,Packs and bundles,True,1225102,
https://www.elmercadodeorigen.com/en/product-category/preserves/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/preserves/?emdo_final_crawl=1787306055203909463,Shop Preserves Online | El Mercado de Origen,"Artisan preserves made with peppers, leeks, garlic shoots, tomato and other vegetables.",https://www.elmercadodeorigen.com/en/product-category/preserves/,max-image-preview:large,1,Preserves,True,1330842,
https://www.elmercadodeorigen.com/en/product-category/pulses/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/pulses/?emdo_final_crawl=1787306055203909463,Shop Pulses Online | El Mercado de Origen,"Beans, chickpeas and lentils in different varieties, selected for stews, casseroles and other recipes.",https://www.elmercadodeorigen.com/en/product-category/pulses/,max-image-preview:large,1,Pulses,True,1219839,
https://www.elmercadodeorigen.com/en/product-category/vegetables/,category,en,200,https://www.elmercadodeorigen.com/en/product-category/vegetables/?emdo_final_crawl=1787306055203909463,Shop Vegetables Online | El Mercado de Origen,"Fresh seasonal vegetables, from potatoes, peppers and courgettes to other produce from the market garden.",https://www.elmercadodeorigen.com/en/product-category/vegetables/,max-image-preview:large,1,Vegetables,True,1329680,
https://www.elmercadodeorigen.com/en/product/10-kg-of-fresh-vegetables/,product,en,200,https://www.elmercadodeorigen.com/en/product/10-kg-of-fresh-vegetables/?emdo_final_crawl=1787306055203909463,10 kg of Fresh Vegetables - El Mercado de Origen,"SHIPPING COSTS INCLUDED TO THE WHOLE PENINSULA 10 kg box with the best selection of fresh vegetables from Fresno de la Vega, fresh and seasonal, collected especially for",https://www.elmercadodeorigen.com/en/product/10-kg-of-fresh-vegetables/,max-image-preview:large,1,10 kg of Fresh Vegetables,False,1100550,
https://www.elmercadodeorigen.com/en/product/100-beef-burgers-gluten-free-2/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-beef-burgers-gluten-free-2/?emdo_final_crawl=1787306055203909463,100% beef burgers – gluten-free (2) - El Mercado de Origen,"Price per tray of 2. Juicy, handcrafted gluten-free burgers made exclusively with our best beef.",https://www.elmercadodeorigen.com/en/product/100-beef-burgers-gluten-free-2/,max-image-preview:large,1,100% beef burgers – gluten-free (2),False,1113522,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-chorizo-10-x-100g-machine-sliced-packs/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-chorizo-10-x-100g-machine-sliced-packs/?emdo_final_crawl=1787306055203909463,"100% Iberian acorn-fed chorizo, 10 × 100g machine-sliced packs - El Mercado de Origen","Chorizo made from pure-bred Iberian pigs, free-range in the dehesa and fed on acorns, grass and other natural resources, with the Hidalgo de la Jara guarantee.Weight: 10 ×",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-chorizo-10-x-100g-machine-sliced-packs/,max-image-preview:large,1,"100% Iberian acorn-fed chorizo, 10 × 100g machine-sliced packs",False,1114720,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-chorizo/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-chorizo/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed chorizo - El Mercado de Origen,"Chorizo made from pure-bred Iberian pigs, free-range in the dehesa and fed on acorns, grass and other natural resources, with the Hidalgo de la Jara guarantee.Weight: approx. 0.85–1.15",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-chorizo/,max-image-preview:large,1,100% Iberian acorn-fed chorizo,False,1122597,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-ham-black-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-ham-black-tag/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed ham (black tag) - El Mercado de Origen,"Ham from a pure-bred 100% Iberian pig, acorn-fed and raised free-range on grass and other natural resources of the dehesa, with the guarantee of Hidalgo de la Jara.",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-ham-black-tag/,max-image-preview:large,1,100% Iberian acorn-fed ham (black tag),False,1154936,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-ham-sliced-packs-black-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-ham-sliced-packs-black-tag/?emdo_final_crawl=1787306055203909463,"100% Iberian acorn-fed ham, sliced packs (black tag) - El Mercado de Origen","Ham from a pure-bred 100% Iberian pig, acorn-fed and raised free-range on grass and other natural resources of the dehesa, with the guarantee of Hidalgo de la Jara.",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-ham-sliced-packs-black-tag/,max-image-preview:large,1,"100% Iberian acorn-fed ham, sliced packs (black tag)",False,1127689,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-lomito-cured-presa-loin/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-lomito-cured-presa-loin/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed lomito (cured presa loin) - El Mercado de Origen,"Lomito (cured presa loin) from our 100% Iberian acorn-fed pigs, marinated with salt and sweet paprika, stuffed into casing and matured in our natural cellar in Los Pedroches.",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-lomito-cured-presa-loin/,max-image-preview:large,1,100% Iberian acorn-fed lomito (cured presa loin),False,1107743,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-morcon/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-morcon/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed morcón - El Mercado de Origen,"Made from lean meat from our 100% Iberian acorn-fed pigs, with or without PDO Los Pedroches. Marinated, stuffed into natural casing and cured in our natural cellar in",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-morcon/,max-image-preview:large,1,100% Iberian acorn-fed morcón,False,1109577,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-pdo-los-pedroches-ham-black-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-pdo-los-pedroches-ham-black-tag/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed PDO Los Pedroches ham (black tag) - El Mercado de Origen,"PDO Los Pedroches ham from a pure-bred 100% Iberian pig, acorn-fed and raised free-range on grass and other natural resources of the dehesa, with the guarantee of Hidalgo",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-pdo-los-pedroches-ham-black-tag/,max-image-preview:large,1,100% Iberian acorn-fed PDO Los Pedroches ham (black tag),False,1149470,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-pdo-los-pedroches-shoulder-ham-black-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-pdo-los-pedroches-shoulder-ham-black-tag/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed PDO Los Pedroches shoulder ham (black tag) - El Mercado de Origen,"PDO Los Pedroches shoulder ham from a pure-bred 100% Iberian pig, acorn-fed and raised free-range on grass and other natural resources of the dehesa, with the guarantee of",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-pdo-los-pedroches-shoulder-ham-black-tag/,max-image-preview:large,1,100% Iberian acorn-fed PDO Los Pedroches shoulder ham (black tag),False,1121391,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-salchichon-10-x-100g-machine-sliced-packs/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-salchichon-10-x-100g-machine-sliced-packs/?emdo_final_crawl=1787306055203909463,"100% Iberian acorn-fed salchichón, 10 × 100g machine-sliced packs - El Mercado de Origen","Salchichón made from pure-bred Iberian pigs, free-range in the dehesa and fed on acorns, grass and other natural resources, with the Hidalgo de la Jara guarantee.Weight: 10 ×",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-salchichon-10-x-100g-machine-sliced-packs/,max-image-preview:large,1,"100% Iberian acorn-fed salchichón, 10 × 100g machine-sliced packs",False,1114852,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-salchichon/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-salchichon/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed salchichón - El Mercado de Origen,"Salchichón made from pure-bred Iberian pigs, free-range in the dehesa and fed on acorns, grass and other natural resources, with the Hidalgo de la Jara guarantee.Weight: approx. 0.85–1.15",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-salchichon/,max-image-preview:large,1,100% Iberian acorn-fed salchichón,False,1123435,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-shoulder-ham-10-sliced-packs-black-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-shoulder-ham-10-sliced-packs-black-tag/?emdo_final_crawl=1787306055203909463,"100% Iberian acorn-fed shoulder ham, 10 sliced packs (black tag) - El Mercado de Origen","Shoulder ham from a pure-bred Iberian pig, free-range in the dehesa and fed on acorns, grass and other natural resources, with the Hidalgo de la Jara guarantee.",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-shoulder-ham-10-sliced-packs-black-tag/,max-image-preview:large,1,"100% Iberian acorn-fed shoulder ham, 10 sliced packs (black tag)",False,1106793,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-shoulder-ham-black-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-shoulder-ham-black-tag/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed shoulder ham (black tag) - El Mercado de Origen,"Shoulder ham from a pure-bred 100% Iberian pig, acorn-fed and raised free-range on grass and other natural resources of the dehesa, with the guarantee of Hidalgo de la",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-shoulder-ham-black-tag/,max-image-preview:large,1,100% Iberian acorn-fed shoulder ham (black tag),False,1130845,
https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-sobrasada/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-sobrasada/?emdo_final_crawl=1787306055203909463,100% Iberian acorn-fed sobrasada - El Mercado de Origen,"Made from lean meat and fat from our 100% Iberian acorn-fed pigs raised in our Los Pedroches dehesas. Marinated, stuffed into natural casing and matured in our cellar.",https://www.elmercadodeorigen.com/en/product/100-iberian-acorn-fed-sobrasada/,max-image-preview:large,1,100% Iberian acorn-fed sobrasada,False,1109841,
https://www.elmercadodeorigen.com/en/product/100-iberian-free-range-grain-fed-pdo-los-pedroches-ham-green-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-free-range-grain-fed-pdo-los-pedroches-ham-green-tag/?emdo_final_crawl=1787306055203909463,100% Iberian free-range grain-fed PDO Los Pedroches ham (green tag) - El Mercado de Origen,"PDO Los Pedroches ham from a pure-bred 100% Iberian pig, raised free-range and fed grain, grass and other natural resources of the dehesa, with the guarantee of Hidalgo",https://www.elmercadodeorigen.com/en/product/100-iberian-free-range-grain-fed-pdo-los-pedroches-ham-green-tag/,max-image-preview:large,1,100% Iberian free-range grain-fed PDO Los Pedroches ham (green tag),False,1154004,
https://www.elmercadodeorigen.com/en/product/100-iberian-free-range-grain-fed-pdo-los-pedroches-ham-sliced-packs-green-tag/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-iberian-free-range-grain-fed-pdo-los-pedroches-ham-sliced-packs-green-tag/?emdo_final_crawl=1787306055203909463,"100% Iberian free-range grain-fed PDO Los Pedroches ham, sliced packs (green tag) - El Mercado de Origen","Ham from a pure-bred 100% Iberian pig, raised free-range and fed grain, grass and other natural resources of the dehesa, with the guarantee of Hidalgo de Los Pedroches.",https://www.elmercadodeorigen.com/en/product/100-iberian-free-range-grain-fed-pdo-los-pedroches-ham-sliced-packs-green-tag/,max-image-preview:large,1,"100% Iberian free-range grain-fed PDO Los Pedroches ham, sliced packs (green tag)",False,1125749,
https://www.elmercadodeorigen.com/en/product/100-mature-beef-burgers-gluten-free-2/,product,en,200,https://www.elmercadodeorigen.com/en/product/100-mature-beef-burgers-gluten-free-2/?emdo_final_crawl=1787306055203909463,100% mature beef burgers – gluten-free (2) - El Mercado de Origen,"Price per tray of 2. Juicy, handcrafted gluten-free burgers made exclusively with our best mature beef.",https://www.elmercadodeorigen.com/en/product/100-mature-beef-burgers-gluten-free-2/,max-image-preview:large,1,100% mature beef burgers – gluten-free (2),False,1107903,
https://www.elmercadodeorigen.com/en/product/12-jars-of-artisan-tomato-fritada-314-ml/,product,en,200,https://www.elmercadodeorigen.com/en/product/12-jars-of-artisan-tomato-fritada-314-ml/?emdo_final_crawl=1787306055203909463,"12 Jars of Artisan Tomato Fritada, 314 ml - El Mercado de Origen","Box with 12 jars of ARTISAN TOMATO FRIED, in a 314 ml glass container. Natural product, without preservatives or coloring and handmade. Produced by canned Vega Esla, a",https://www.elmercadodeorigen.com/en/product/12-jars-of-artisan-tomato-fritada-314-ml/,max-image-preview:large,1,"12 Jars of Artisan Tomato Fritada, 314 ml",False,1103667,
https://www.elmercadodeorigen.com/en/product/12-jars-of-fried-peppers-in-olive-oil-314-ml/,product,en,200,https://www.elmercadodeorigen.com/en/product/12-jars-of-fried-peppers-in-olive-oil-314-ml/?emdo_final_crawl=1787306055203909463,"12 Jars of Fried Peppers in Olive Oil, 314 ml - El Mercado de Origen","Box with 12 jars of FRIED PEPPER IN OLIVE OIL, presented in a 314 ml glass jar. SHIPPING COSTS INCLUDED Natural and artisanal product, without preservatives or colorings.",https://www.elmercadodeorigen.com/en/product/12-jars-of-fried-peppers-in-olive-oil-314-ml/,max-image-preview:large,1,"12 Jars of Fried Peppers in Olive Oil, 314 ml",False,1102714,
https://www.elmercadodeorigen.com/en/product/12-jars-of-hot-green-peppers-in-vinegar-314-ml/,product,en,200,https://www.elmercadodeorigen.com/en/product/12-jars-of-hot-green-peppers-in-vinegar-314-ml/?emdo_final_crawl=1787306055203909463,"12 Jars of Hot Green Peppers in Vinegar, 314 ml - El Mercado de Origen","Box with 12 jars of SPICY GREEN PEPPERS IN VINEGAR, in a 314 ml glass container. SHIPPING COSTS INCLUDED Natural product, without preservatives or coloring and handmade. Produced",https://www.elmercadodeorigen.com/en/product/12-jars-of-hot-green-peppers-in-vinegar-314-ml/,max-image-preview:large,1,"12 Jars of Hot Green Peppers in Vinegar, 314 ml",False,1104447,
https://www.elmercadodeorigen.com/en/product/12-jars-of-leek-jam-250-ml/,product,en,200,https://www.elmercadodeorigen.com/en/product/12-jars-of-leek-jam-250-ml/?emdo_final_crawl=1787306055203909463,"12 Jars of Leek Jam, 250 ml - El Mercado de Origen","Box with 12 jars of leek jam, in a 250 ml glass container without preservatives or colorings. Natural and artisan product, it only contains leeks and sugar, a",https://www.elmercadodeorigen.com/en/product/12-jars-of-leek-jam-250-ml/,max-image-preview:large,1,"12 Jars of Leek Jam, 250 ml",False,1101870,
https://www.elmercadodeorigen.com/en/product/12-jars-of-pepper-jam-250-ml/,product,en,200,https://www.elmercadodeorigen.com/en/product/12-jars-of-pepper-jam-250-ml/?emdo_final_crawl=1787306055203909463,"12 Jars of Pepper Jam, 250 ml - El Mercado de Origen","Box with 12 jars of PEPPER JAM, in a 250 ml glass jar without preservatives or colorings. Natural and artisan jam, it only has red pepper and sugar,",https://www.elmercadodeorigen.com/en/product/12-jars-of-pepper-jam-250-ml/,max-image-preview:large,1,"12 Jars of Pepper Jam, 250 ml",False,1102248,
