11422	Puente Robles	Jamón de cebo de campo ibérico 50% raza ibérica (Deshuesado)	Iberian free-range grain-fed ham 50% Iberian breed (boneless)	jamon-de-cebo-de-campo-iberico-50-raza-iberica-deshuesado	iberian-free-range-grain-fed-ham-50-iberian-breed-boneless
11435	Puente Robles	Jamón de cebo de campo ibérico 50% raza ibérica (Cortado a cuchillo)	Iberian free-range grain-fed ham 50% Iberian breed (hand-sliced)	jamon-de-cebo-de-campo-iberico-50-raza-iberica-cortado-a-cuchillo	iberian-free-range-grain-fed-ham-50-iberian-breed-hand-sliced
11453	Puente Robles	Jamón de cebo de campo ibérico 50% raza ibérica (Cortado a máquina)	Iberian free-range grain-fed ham 50% Iberian breed (machine-sliced)	jamon-de-cebo-de-campo-iberico-50-raza-iberica-cortado-a-maquina	iberian-free-range-grain-fed-ham-50-iberian-breed-machine-sliced
11471	Puente Robles	Jamón cesáreo selección gourmet	Ham cesarean section gourmet selection	jamon-cesareo-seleccion-gourmet	ham-cesarean-section-gourmet-selection
11490	Puente Robles	Jamón cesáreo selección gourmet (Deshuesado)	Ham cesarean section gourmet selection (boneless)	jamon-cesareo-seleccion-gourmet-deshuesado	ham-cesarean-section-gourmet-selection-boneless
11509	Puente Robles	Jamón cesáreo selección gourmet (Cortado a cuchillo)	Ham cesarean section gourmet selection (hand-sliced)	jamon-cesareo-seleccion-gourmet-cortado-a-cuchillo	ham-cesarean-section-gourmet-selection-hand-sliced
11528	Puente Robles	Jamón cesáreo selección gourmet (Cortado a máquina)	Ham caesarean section gourmet selection (machine-sliced)	jamon-cesareo-seleccion-gourmet-cortado-a-maquina	ham-caesarean-section-gourmet-selection-machine-sliced
11547	Puente Robles	Taco de jamón de bellota 100% ibérico	100% Iberian acorn-fed ham Taco	taco-de-jamon-de-bellota-100-iberico	100-iberian-acorn-fed-ham-taco
11550	Puente Robles	Taco de jamón de bellota 75% ibérico	Acorn-fed ham Taco 75% Iberian	taco-de-jamon-de-bellota-75-iberico	acorn-fed-ham-taco-75-iberian
11553	Puente Robles	Taco de jamón de bellota 50% ibérico	Acorn-fed ham 50% Iberian Taco	taco-de-jamon-de-bellota-50-iberico	acorn-fed-ham-50-iberian-taco
11556	Puente Robles	Taco de jamón de cebo ibérico 50% raza ibérica	Iberian grain-fed ham taco 50% Iberian breed	taco-de-jamon-de-cebo-iberico-50-raza-iberica	iberian-grain-fed-ham-taco-50-iberian-breed
11559	Puente Robles	Taco de jamón de cebo de campo ibérico 50% raza ibérica	Iberian free-range grain-fed ham taco 50% Iberian breed	taco-de-jamon-de-cebo-de-campo-iberico-50-raza-iberica	iberian-free-range-grain-fed-ham-taco-50-iberian-breed
11562	Puente Robles	Sobres de jamón de bellota ibérico 100% raza ibérica	Packs from acorn-fed ham Iberian 100% Iberian breed	sobres-de-jamon-de-bellota-iberico-100-raza-iberica	packs-from-acorn-fed-ham-iberian-100-iberian-breed
11565	Puente Robles	Sobres de jamón de bellota ibérico 75% raza ibérica	Packs from acorn-fed ham Iberian 75% Iberian breed	sobres-de-jamon-de-bellota-iberico-75-raza-iberica	packs-from-acorn-fed-ham-iberian-75-iberian-breed
11568	Puente Robles	Sobres de jamón de cebo ibérico 50% raza ibérica	Packs of grain-fed ham Iberian 50% Iberian breed	sobres-de-jamon-de-cebo-iberico-50-raza-iberica	packs-of-grain-fed-ham-iberian-50-iberian-breed
11571	Puente Robles	Sobres de jamón de cebo de campo ibérico 50% raza ibérica	Packs from free-range grain-fed ham Iberian 50% Iberian breed	sobres-de-jamon-de-cebo-de-campo-iberico-50-raza-iberica	packs-from-free-range-grain-fed-ham-iberian-50-iberian-breed
11574	Puente Robles	Virutas de jamón premium	Ham shavings premium	virutas-de-jamon-premium	ham-shavings-premium
11577	Puente Robles	Llévate 6 y paga 5: sobres de 100 grs. de jamón de bellota ibérico 50%	Buy 6, pay for 5: packs of 100 g. of acorn-fed ham Iberian 50%	llevate-6-y-paga-5-sobres-de-100-grs-de-jamon-de-bellota-iberico-50	buy-6-pay-for-5-packs-of-100-g-of-acorn-fed-ham-iberian-50
11580	Puente Robles	Llévate 6 y paga 5 sobres de 100 grs. jamón de cebo ibérico 50%	Buy 6, pay for 5 packs of 100 g. grain-fed ham Iberian 50%	llevate-6-y-paga-5-sobres-de-100-grs-jamon-de-cebo-iberico-50	buy-6-pay-for-5-packs-of-100-g-grain-fed-ham-iberian-50
11583	Puente Robles	Jamón de cebo ibérico 50% de 7 kg a 7.5 kg + jamonero y cuchillo gratis	Grain-fed ham Iberian 50% from 7 kg to 7.5 kg + free ham holder and knife	jamon-de-cebo-iberico-50-de-7-kg-a-7-5-kg-jamonero-y-cuchillo-gratis	grain-fed-ham-iberian-50-from-7-kg-to-7-5-kg-free-ham-holder-and-knife
11586	Puente Robles	Pack jamón bellota: 15 sobres de jamón de bellota 100% ibérico (Cortado a máquina)	Ham acorn Pack: 15 packs of 100% Iberian acorn-fed ham (machine-sliced)	pack-jamon-bellota-15-sobres-de-jamon-de-bellota-100-iberico-cortado-a-maquina	ham-acorn-pack-15-packs-of-100-iberian-acorn-fed-ham-machine-sliced
11589	Puente Robles	Pack cebo campo: 15 sobres de jamón de cebo de campo 50% ibérico (Cortado a máquina)	Grain-fed field pack: 15 packs of free-range grain-fed ham 50% Iberian (machine-sliced)	pack-cebo-campo-15-sobres-de-jamon-de-cebo-de-campo-50-iberico-cortado-a-maquina	grain-fed-field-pack-15-packs-of-free-range-grain-fed-ham-50-iberian-machine-sliced
11592	Puente Robles	Paleta de bellota ibérica 100% raza ibérica	Acorn-fed shoulder ham 100% Iberian Iberian breed	paleta-de-bellota-iberica-100-raza-iberica	acorn-fed-shoulder-ham-100-iberian-iberian-breed
11600	Puente Robles	Paleta de bellota ibérica 100% raza ibérica (Deshuesada)	Acorn-fed shoulder ham Iberian 100% Iberian breed (boneless)	paleta-de-bellota-iberica-100-raza-iberica-deshuesada	acorn-fed-shoulder-ham-iberian-100-iberian-breed-boneless
11616	Puente Robles	Paleta de bellota ibérica 100% raza ibérica (Cortado a máquina)	Acorn-fed shoulder ham 100% Iberian Iberian breed (machine-sliced)	paleta-de-bellota-iberica-100-raza-iberica-cortado-a-maquina	acorn-fed-shoulder-ham-100-iberian-iberian-breed-machine-sliced
11632	Puente Robles	Paleta de cebo ibérica 50% raza ibérica	Grain-fed shoulder ham Iberian 50% Iberian breed	paleta-de-cebo-iberica-50-raza-iberica	grain-fed-shoulder-ham-iberian-50-iberian-breed
11635	Puente Robles	Paleta de cebo ibérica 50% raza ibérica (Deshuesado)	Iberian grain-fed shoulder ham 50% Iberian breed (boneless)	paleta-de-cebo-iberica-50-raza-iberica-deshuesado	iberian-grain-fed-shoulder-ham-50-iberian-breed-boneless
11643	Puente Robles	Paleta de cebo ibérica 50% raza ibérica (Cortada a máquina)	Iberian grain-fed shoulder ham 50% Iberian breed (machine-sliced)	paleta-de-cebo-iberica-50-raza-iberica-cortada-a-maquina	iberian-grain-fed-shoulder-ham-50-iberian-breed-machine-sliced
11659	Puente Robles	Paleta de cebo de campo ibérica 50% raza ibérica	Free-range grain-fed shoulder ham Iberian 50% Iberian breed	paleta-de-cebo-de-campo-iberica-50-raza-iberica	free-range-grain-fed-shoulder-ham-iberian-50-iberian-breed
11662	Puente Robles	Paleta de cebo de campo ibérica 50% raza ibérica (Deshuesada)	Iberian free-range grain-fed shoulder ham 50% Iberian breed (boneless)	paleta-de-cebo-de-campo-iberica-50-raza-iberica-deshuesada	iberian-free-range-grain-fed-shoulder-ham-50-iberian-breed-boneless
11671	Puente Robles	Paleta de cebo de campo ibérica 50% raza ibérica (Cortada a máquina)	Iberian free-range grain-fed shoulder ham 50% Iberian breed (machine-sliced)	paleta-de-cebo-de-campo-iberica-50-raza-iberica-cortada-a-maquina	iberian-free-range-grain-fed-shoulder-ham-50-iberian-breed-machine-sliced
11686	Puente Robles	2 Paletas de cebo de campo ibérica 50% raza ibérica	2 Iberian free-range grain-fed shoulder hams 50% Iberian breed	2-paletas-de-cebo-de-campo-iberica-50-raza-iberica	2-iberian-free-range-grain-fed-shoulder-hams-50-iberian-breed
11689	Puente Robles	Paleta de bellota ibérica 75% raza ibérica de 5 kg + jamonero y cuchillo gratis	Acorn-fed shoulder ham Iberian 75% Iberian breed of 5 kg + free ham holder and knife	paleta-de-bellota-iberica-75-raza-iberica-de-5-kg-jamonero-y-cuchillo-gratis	acorn-fed-shoulder-ham-iberian-75-iberian-breed-of-5-kg-free-ham-holder-and-knife
11692	Puente Robles	Pack 5: 5 sobres de paleta de bellota ibérica 100% raza ibérica cortada a máquina	Pack 5: 5 packs of 100% Iberian acorn-fed shoulder ham Iberian breed machine-sliced	pack-5-5-sobres-de-paleta-de-bellota-iberica-100-raza-iberica-cortada-a-maquina	pack-5-5-packs-of-100-iberian-acorn-fed-shoulder-ham-iberian-breed-machine-sliced
11695	Puente Robles	Pack 1: 10 sobres de paleta de bellota ibérica 100% raza ibérica cortada a máquina	Pack 1: 10 packs of 100% Iberian acorn-fed shoulder ham Iberian breed machine-sliced	pack-1-10-sobres-de-paleta-de-bellota-iberica-100-raza-iberica-cortada-a-maquina	pack-1-10-packs-of-100-iberian-acorn-fed-shoulder-ham-iberian-breed-machine-sliced
11698	Puente Robles	Pack 2: 20 sobres de paleta de bellota ibérica 100% raza ibérica cortada a máquina	Pack 2: 20 packs of acorn-fed shoulder ham Iberian 100% Iberian breed machine-sliced	pack-2-20-sobres-de-paleta-de-bellota-iberica-100-raza-iberica-cortada-a-maquina	pack-2-20-packs-of-acorn-fed-shoulder-ham-iberian-100-iberian-breed-machine-sliced
11701	Puente Robles	Pack 3: 10 sobres de paleta de cebo de campo ibérica 50% raza ibérica cortada a máquina	Pack 3: 10 packs of Iberian free-range grain-fed shoulder ham 50% Iberian breed machine-sliced	pack-3-10-sobres-de-paleta-de-cebo-de-campo-iberica-50-raza-iberica-cortada-a-maquina	pack-3-10-packs-of-iberian-free-range-grain-fed-shoulder-ham-50-iberian-breed-machine-sliced
11704	Puente Robles	Pack 4: 20 sobres de paleta de cebo de campo ibérica 50% raza ibérica cortada a máquina	Pack 4: 20 packs of Iberian free-range grain-fed shoulder ham 50% Iberian breed machine-sliced	pack-4-20-sobres-de-paleta-de-cebo-de-campo-iberica-50-raza-iberica-cortada-a-maquina	pack-4-20-packs-of-iberian-free-range-grain-fed-shoulder-ham-50-iberian-breed-machine-sliced
11707	Puente Robles	Pack paleta cebo	Pack shoulder ham grain-fed	pack-paleta-cebo	pack-shoulder-ham-grain-fed
11710	Puente Robles	Paleta de bellota ibérica 75% raza ibérica	Iberian acorn-fed shoulder ham 75% Iberian breed	paleta-de-bellota-iberica-75-raza-iberica	iberian-acorn-fed-shoulder-ham-75-iberian-breed
11720	Puente Robles	Paleta de bellota ibérica 75% raza ibérica (Deshuesada)	Iberian acorn-fed shoulder ham 75% Iberian breed (boneless)	paleta-de-bellota-iberica-75-raza-iberica-deshuesada	iberian-acorn-fed-shoulder-ham-75-iberian-breed-boneless
11732	Puente Robles	Paleta de bellota ibérica 75% raza ibérica (Cortada a máquina)	Iberian acorn-fed shoulder ham 75% Iberian breed (machine-sliced)	paleta-de-bellota-iberica-75-raza-iberica-cortada-a-maquina	iberian-acorn-fed-shoulder-ham-75-iberian-breed-machine-sliced
11747	Puente Robles	Paleta de bellota ibérica 50% raza ibérica	Acorn-fed shoulder ham Iberian 50% Iberian breed	paleta-de-bellota-iberica-50-raza-iberica	acorn-fed-shoulder-ham-iberian-50-iberian-breed
11759	Puente Robles	Paleta de bellota ibérica 50% raza ibérica (Deshuesada)	Iberian acorn-fed shoulder ham 50% Iberian breed (boneless)	paleta-de-bellota-iberica-50-raza-iberica-deshuesada	iberian-acorn-fed-shoulder-ham-50-iberian-breed-boneless
11771	Puente Robles	Paleta de bellota 50% ibérica (Cortada a máquina)	Acorn-fed shoulder ham 50% Iberian (machine-sliced)	paleta-de-bellota-50-iberica-cortada-a-maquina	acorn-fed-shoulder-ham-50-iberian-machine-sliced
11787	Puente Robles	Paleta cesáreo selección gourmet	Shoulder ham cesarean section gourmet selection	paleta-cesareo-seleccion-gourmet	shoulder-ham-cesarean-section-gourmet-selection
11802	Puente Robles	Paleta cesáreo selección gourmet (Deshuesada)	Shoulder ham cesarean section gourmet selection (boneless)	paleta-cesareo-seleccion-gourmet-deshuesada	shoulder-ham-cesarean-section-gourmet-selection-boneless
11817	Puente Robles	Paleta cesáreo selección gourmet (Cortada a máquina)	Shoulder ham cesarean section gourmet selection (machine-sliced)	paleta-cesareo-seleccion-gourmet-cortada-a-maquina	shoulder-ham-cesarean-section-gourmet-selection-machine-sliced
11832	Puente Robles	Jamón reserva	Ham reservation	jamon-reserva	ham-reservation
11835	Puente Robles	Jamón reserva (Deshuesado)	Ham reserve (boneless)	jamon-reserva-deshuesado	ham-reserve-boneless
11842	Puente Robles	Jamón reserva (Cortado a máquina)	Ham reservation (machine-sliced)	jamon-reserva-cortado-a-maquina	ham-reservation-machine-sliced
11862	Puente Robles	Taco de jamón reserva	Ham chunk reservation	taco-de-jamon-reserva	ham-chunk-reservation
11865	Puente Robles	Codillo de jamón curado	Ham hock from ham cured	codillo-de-jamon-curado	ham-hock-from-ham-cured
11868	Puente Robles	Lomo bellota 100% ibérico	Acorn-fed cured loin 100% Iberian	lomo-bellota-100-iberico	acorn-fed-cured-loin-100-iberian
11871	Puente Robles	Lomo bellota 100% ibérico (En tubo)	Acorn-fed cured loin 100% Iberian (in a presentation tube)	lomo-bellota-100-iberico-en-tubo	acorn-fed-cured-loin-100-iberian-in-a-presentation-tube
11874	Puente Robles	Lomo bellota 75% ibérico	Acorn-fed cured loin 75% Iberian	lomo-bellota-75-iberico	acorn-fed-cured-loin-75-iberian
11877	Puente Robles	Lomo bellota 75% ibérico (En tubo)	Acorn-fed cured loin 75% Iberian (in a presentation tube)	lomo-bellota-75-iberico-en-tubo	acorn-fed-cured-loin-75-iberian-in-a-presentation-tube
11880	Puente Robles	Caña de lomo de cebo de campo 50% raza ibérico	Free-range grain-fed cured loin 50% Iberian breed	cana-de-lomo-de-cebo-de-campo-50-raza-iberico	free-range-grain-fed-cured-loin-50-iberian-breed
11883	Puente Robles	Caña de lomo de cebo de campo 50% raza ibérico (En tubo)	Free-range grain-fed cured loin 50% Iberian breed (in a presentation tube)	cana-de-lomo-de-cebo-de-campo-50-raza-iberico-en-tubo	free-range-grain-fed-cured-loin-50-iberian-breed-in-a-presentation-tube
11886	Puente Robles	Lomo embuchado extra	Extra cured pork loin	lomo-embuchado-extra	extra-cured-pork-loin
11889	Puente Robles	Sobres de lomo bellota 100% ibérico	Packs from acorn-fed cured loin 100% Iberian	sobres-de-lomo-bellota-100-iberico	packs-from-acorn-fed-cured-loin-100-iberian
11892	Puente Robles	Cabecero lomo extra	Cured loin headboard extra	cabecero-lomo-extra	cured-loin-headboard-extra
11895	Puente Robles	Chorizo cular de bellota ¡mejor chorizo del mundo!	Acorn-fed cular chorizo, best chorizo in the world!	chorizo-cular-de-bellota-mejor-chorizo-del-mundo	acorn-fed-cular-chorizo-best-chorizo-in-the-world
11898	Puente Robles	Chorizo cular de bellota ¡mejor chorizo del mundo! (En tubo)	Acorn-fed cular chorizo, best chorizo ​​in the world! (in a presentation tube)	chorizo-cular-de-bellota-mejor-chorizo-del-mundo-en-tubo	acorn-fed-cular-chorizo-best-chorizo-in-the-world-in-a-presentation-tube
11901	Puente Robles	Sobres chorizo cular bellota. ¡mejor chorizo del mundo!	Packs cular chorizo acorn. best chorizo ​​in the world!	sobres-chorizo-cular-bellota-mejor-chorizo-del-mundo	packs-cular-chorizo-acorn-best-chorizo-in-the-world
11904	Puente Robles	Chorizo extra bellota. declarado mejor del mundo 2025	Acorn extra chorizo. declared best in the world 2025	chorizo-extra-bellota-declarado-mejor-del-mundo-2025	acorn-extra-chorizo-declared-best-in-the-world-2025
11907	Puente Robles	Chorizo cular extra	Extra cular chorizo	chorizo-cular-extra	extra-cular-chorizo
11910	Puente Robles	Chorizo extra	Extra chorizo	chorizo-extra	extra-chorizo
11913	Puente Robles	Chorizo extra picante	Extra spicy chorizo	chorizo-extra-picante	extra-spicy-chorizo
11916	Puente Robles	Salchichón cular de bellota	Acorn-fed cular salchichón	salchichon-cular-de-bellota	acorn-fed-cular-salchichon
11919	Puente Robles	Salchichón cular de bellota (En tubo)	Acorn-fed cular salchichón (in a presentation tube)	salchichon-cular-de-bellota-en-tubo	acorn-fed-cular-salchichon-in-a-presentation-tube
11922	Puente Robles	Sobres de salchichón cular de bellota	Packs by acorn-fed cular salchichón	sobres-de-salchichon-cular-de-bellota	packs-by-acorn-fed-cular-salchichon
11925	Puente Robles	Salchichón ibérico bellota extra declarado mejor salchichon bellota del mundo 2025 frankfurt	Acorn extra Iberian sausage declared best acorn sausage in the world 2025 frankfurt	salchichon-iberico-bellota-extra-declarado-mejor-salchichon-bellota-del-mundo-2025-frankfurt	acorn-extra-iberian-sausage-declared-best-acorn-sausage-in-the-world-2025-frankfurt
11928	Puente Robles	Salchichón cular extra	Extra cular salchichón	salchichon-cular-extra	extra-cular-salchichon
11931	Puente Robles	Chorizo cular picante	Spicy cular chorizo	chorizo-cular-picante	spicy-cular-chorizo
11934	Puente Robles	Salchichón extra	Extra sausage	salchichon-extra	extra-sausage
11937	Puente Robles	Lote puente robles	Selection Puente Robles	lote-puente-robles	selection-puente-robles
11940	Puente Robles	Lote ibérico al corte	Selection Iberian sliced	lote-iberico-al-corte	selection-iberian-sliced
11943	Puente Robles	Pack degustación puente robles	Pack tasting Puente Robles	pack-degustacion-puente-robles	pack-tasting-puente-robles
11946	Puente Robles	Lote ibérico	Iberian selection	lote-iberico	iberian-selection
11949	Puente Robles	Lote ibérico cebo	Selection Iberian grain-fed	lote-iberico-cebo	selection-iberian-grain-fed
11952	Puente Robles	Lote bellota	Selection acorn	lote-bellota	selection-acorn
11955	Puente Robles	Pack gourmet jamón y queso	Ham and cheese gourmet pack	pack-gourmet-jamon-y-queso	ham-and-cheese-gourmet-pack
11958	Puente Robles	Lote bellota ibérica	Selection Iberian acorn	lote-bellota-iberica	selection-iberian-acorn
11961	Puente Robles	Lote paleta ibérica	Selection shoulder ham Iberian	lote-paleta-iberica	selection-shoulder-ham-iberian
11964	Puente Robles	Lote paleta bellota	Selection shoulder ham acorn	lote-paleta-bellota	selection-shoulder-ham-acorn
11969	Puente Robles	Lote paleta campo	Selection shoulder ham field	lote-paleta-campo	selection-shoulder-ham-field
11972	Puente Robles	Lote raza ibérica	Selection Iberian breed	lote-raza-iberica	selection-iberian-breed
12637	Puente Robles	Jamón de bellota ibérico 75% raza ibérica	Acorn-fed ham Iberian 75% Iberian breed	jamon-de-bellota-iberico-75-raza-iberica-2	acorn-fed-ham-iberian-75-iberian-breed
11975	El Catedrático	Jamón de bellota 100% ibérico	Acorn-fed ham 100% Iberian	jamon-de-bellota-100-iberico-2	acorn-fed-ham-100-iberian
11988	El Catedrático	La caja del estudiante	The Student Box	la-caja-del-estudiante	the-student-box
11991	El Catedrático	Loncheados degustación	Sliced tasting	loncheados-degustacion	sliced-tasting
11994	El Catedrático	Jamón de bellota 100% ibérico (Deshuesado)	Acorn-fed ham 100% Iberian (boneless)	jamon-de-bellota-100-iberico-deshuesado	acorn-fed-ham-100-iberian-boneless
12010	El Catedrático	Lote ibérico cebo	Selection Iberian grain-fed	lote-iberico-cebo-2	selection-iberian-grain-fed-el-catedratico
12013	El Catedrático	Jamón de bellota 100% ibérico (Cortado a cuchillo)	Acorn-fed ham 100% Iberian (hand-sliced)	jamon-de-bellota-100-iberico-cortado-a-cuchillo	acorn-fed-ham-100-iberian-hand-sliced
12035	El Catedrático	Cátedra ibérica	Iberian Masterclass	catedra-iberica	iberian-masterclass
12038	El Catedrático	Jamón de bellota 100% ibérico (Cortado a máquina)	Acorn-fed ham 100% Iberian (machine-sliced)	jamon-de-bellota-100-iberico-cortado-a-maquina	acorn-fed-ham-100-iberian-machine-sliced
12060	El Catedrático	Catedrático degustación	El Catedrático Tasting Selection	catedratico-degustacion	el-catedratico-tasting-selection
12063	El Catedrático	Lote gourmet tradición ibérica	Selection gourmet Iberian tradition	lote-gourmet-tradicion-iberica	selection-gourmet-iberian-tradition
12066	El Catedrático	Jamón de bellota ibérico 75% raza ibérica	Acorn-fed ham Iberian 75% Iberian breed	jamon-de-bellota-iberico-75-raza-iberica	acorn-fed-ham-iberian-75-iberian-breed-el-catedratico
12077	El Catedrático	Pack sabor artesano	Artisan flavor pack	pack-sabor-artesano	artisan-flavor-pack
12080	El Catedrático	Jamón de bellota ibérico 75% raza ibérica (Deshuesado)	Iberian acorn-fed ham 75% Iberian breed (boneless)	jamon-de-bellota-iberico-75-raza-iberica-deshuesado-2	iberian-acorn-fed-ham-75-iberian-breed-boneless-el-catedratico
12098	El Catedrático	El catedrático selección	El Catedrático Selection	el-catedratico-seleccion	el-catedratico-selection
12101	El Catedrático	Jamón de bellota ibérico 75% raza ibérica (Cortado a cuchillo)	Acorn-fed ham Iberian 75% Iberian breed (hand-sliced)	jamon-de-bellota-iberico-75-raza-iberica-cortado-a-cuchillo-2	acorn-fed-ham-iberian-75-iberian-breed-hand-sliced-el-catedratico
12119	El Catedrático	Universidad ibérica	Iberian University	universidad-iberica	iberian-university
12122	El Catedrático	Jamón de bellota ibérico 75% raza ibérica (Cortado a máquina)	Iberian acorn-fed ham 75% Iberian breed (machine-sliced)	jamon-de-bellota-iberico-75-raza-iberica-cortado-a-maquina-2	iberian-acorn-fed-ham-75-iberian-breed-machine-sliced-el-catedratico
12140	El Catedrático	La cátedra del sabor	The Flavour Masterclass	la-catedra-del-sabor	the-flavour-masterclass
12143	El Catedrático	Jamón de bellota ibérico 50% raza ibérica	Iberian acorn-fed ham 50% Iberian breed	jamon-de-bellota-iberico-50-raza-iberica-2	iberian-acorn-fed-ham-50-iberian-breed-el-catedratico
12149	El Catedrático	El catedrático gourmet	El Catedrático Gourmet	el-catedratico-gourmet	el-catedratico-gourmet
12152	El Catedrático	Jamón de bellota ibérico 50% raza ibérica (Deshuesado)	Iberian acorn-fed ham 50% Iberian breed (boneless)	jamon-de-bellota-iberico-50-raza-iberica-deshuesado-2	iberian-acorn-fed-ham-50-iberian-breed-boneless-el-catedratico
12168	El Catedrático	Jamón de bellota ibérico 50% raza ibérica (Cortado a cuchillo)	Iberian acorn-fed ham 50% Iberian breed (hand-sliced)	jamon-de-bellota-iberico-50-raza-iberica-cortado-a-cuchillo-2	iberian-acorn-fed-ham-50-iberian-breed-hand-sliced-el-catedratico
12186	El Catedrático	Pack paleta bellota	Pack shoulder ham acorn	pack-paleta-bellota	pack-shoulder-ham-acorn
12189	El Catedrático	Jamón de bellota ibérico 50% raza ibérica (Cortado a máquina)	Iberian acorn-fed ham 50% Iberian breed (machine-sliced)	jamon-de-bellota-iberico-50-raza-iberica-cortado-a-maquina-2	iberian-acorn-fed-ham-50-iberian-breed-machine-sliced-el-catedratico
12207	El Catedrático	Jamón de cebo ibérico 50% raza ibérica	Grain-fed ham Iberian 50% Iberian breed	jamon-de-cebo-iberico-50-raza-iberica-2	grain-fed-ham-iberian-50-iberian-breed-el-catedratico
12216	El Catedrático	Jamón de cebo ibérico 50% raza ibérica (Deshuesado)	Iberian grain-fed ham 50% Iberian breed (boneless)	jamon-de-cebo-iberico-50-raza-iberica-deshuesado-2	iberian-grain-fed-ham-50-iberian-breed-boneless-el-catedratico
